pr_code	pr_name	pr_price	pr_explain	pr_pic	pr_kc	pr_elec	pr_date	pr_maker	pr_nation	pr_size	pr_guarantee	pr_AS	pr_extraprice	pr_ps_state	pr_ca_num
FAB30RBE5	FAB30 냉장고 블루	"5,300,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_37.png	HW07063-20011C	"220v, 60Hz, 22.98(kwh/월)"	2022-04-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
FAB5RWH5	FAB5 냉장고 화이트	"2,080,000"	"세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다.스메그만의 구조 설계로 에너지 소비 절감 효과가 뛰어납니다.지인과 함께하는 다이닝 바, 나만의 비즈니스를 위한 서재,가족과 함께 하는 엔터테인먼트룸 등 당신의 특별한 알파룸 공간을 완성합니다."	/2024/05/12/product_05_38.png	HW07085-20003C	"220v, 50/60hz, 278kw/년"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)404x500x734mm, 34L (냉장전용)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
FAB10RRD5	FAB10 냉장고 레드	"3,050,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_39.png	HW07085-22004A	"220v, 60hz/ 19.25(kwh/월)"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)45x659x970mm, 116.7L(냉장100.4L, 냉동 16.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB10RPK5	FAB10 냉장고 핑크	"3,150,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_40.png	 HW07085-22004A	"220v, 60hz/ 19.25(kwh/월)"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)45x659x970mm, 116.7L(냉장100.4L, 냉동 16.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB30RCR5	FAB30 냉장고 크림	"5,500,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_41.png	HW07063-20011C	"220v, 60Hz, 22.98(kwh/월)"	2022-04-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB10RBL5	FAB10 냉장고 블랙	"3,050,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_42.png	HW07085-22004A	"220v, 60hz/ 19.25(kwh/월)"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)545x659x970mm, 116.7L(냉장100.4L, 냉동 16.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB28RLI5	FAB28 냉장고 라임	"4,150,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_43.png	HW07063-21016A	"AC 220v 60Hz, 17.87kWh/월"	2022-10-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"270L(냉동 26L , 냉장 244L) / 601X728X1530mm"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	해당사항 없음	판매중	5
FAB30RSV5	FAB30 냉장고 실버	"5,500,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_44.png	HW07063-20011C	"220v, 60Hz, 22.98(kwh/월)"	2022-04-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
"FAB30RPK5"	FAB30 냉장고 핑크	"5,500,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_45.png	HW07063-20011C	"220-240V 60Hz, 22.98kWh/월"	2022-04-02	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
FAB30RBL5	FAB30 냉장고 블랙	"5,300,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_46.png	HW07063-20011C	"220v, 60Hz, 22.98(kwh/월)"	2022-04-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
FAB30RLI5	FAB30 냉장고 라임그린	"5,500,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_47.png	HW07063-20011C	"220v, 60Hz, 22.98(kwh/월)"	2022-04-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)600x728x1720mm, 283L(냉장210.2L, 냉동 72.8L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB28RWH5	FAB28 냉장고 화이트	"4,000,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_48.png	HW07063-21016A	"AC 220v 60Hz, 17.87kWh/월"	2022-10-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"270L(냉동 26L , 냉장 244L) / 601X728X1530mm"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	해당사항 없음	품절	5
FAB5RBL5	FAB5 냉장고 블랙	"2,080,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_49.png	HW07085-20003C	"220v, 50/60hz, 278kw/년"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)404x500x734mm, 34L (냉장전용)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
FAB10ROR5	FAB10 냉장고 오렌지	"3,050,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_50.png	유 / HW07085-22004A	"220v, 60hz/ 19.25(kwh/월)"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)545x659x970mm, 116.7L(냉장100.4L, 냉동 16.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB10RPG5	FAB10 냉장고 파스텔그린	"3,150,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_51.png	유 / HW07085-22004A	"220v, 60hz/ 19.25(kwh/월)"	2022-02-01	Bonferraro S.P.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)545x659x970mm, 116.7L(냉장100.4L, 냉동 16.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	5
FAB28RDUJ5	FAB28 냉장고 유니언잭	"4,160,000"	"인간이 느끼는 심미성을 극대화한 곡선(곡률값)과사이즈에 따른 비율, 손잡이, 로고의 위치까지 철저히 계산하고이탈리아 현지 공장에서 완벽히 구현하여 누구도 따라할 수 없는 아름다움을 담습니다.세계적으로 사랑받는 스테디셀러 50’s Retro Style 냉장고는다채로운 컬러와 광택, 부드러운 곡선 디자인으로 컬러 냉장고의 시대를 열었습니다.가전을 넘어 분위기를 재창조하는 하나의 오브제로 인테리어에 포인트가 되고 공간에 활기를 더합니다.11cm 이상의 두꺼운 도어와 친환경 개스킷이 밀착력을 높혀 조용하고 강력하게 냉기를 유지시켜 줍니다.정전된 경우에도 도어를 열지 않으면 *최장 24시간까지 냉기를 유지할 수 있습니다."	/2024/05/12/product_05_52.png	HW07063-21016F	"220v, 60hz, 17.87kwh/월"	2022-12-01	SMEG S.p.A. / (주)제이컬렉션	ITALY	"(가로x세로x높이)601x728x1530mm, 266.1L(냉장240.8L, 냉동25.3L)"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	5
SCV115A	클래식 와인셀러	"3,920,000"	"60cm폭의 슬림한 바디, 유리와 스테인리스 스틸 소재의 조합으로 세련된 디자인이 특징입니다.스메그만의 디자인이 반영되어 우아하고 클래식한 디자인으로 완성되었으며,스테인리스 스틸 소재로 둥글게 처리된 손잡이가 제품에 고급스러움을 더해줍니다.가정에서는 물론, 전문 와인바, 레스토랑 어느 공간에서도 잘 어우러집니다."	/2024/05/12/product_06_01.png	HW07019-22007A	"220v, 60Hz, 181kWh/a"	2022-04-01	A/S Vestfrost / (주)제이컬렉션	덴마크	"(가로x세로x높이)600x600x1850mm, 프리스탠딩/빌트인 겸용"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	6
LSP6222SK	유니버설 식기세척기	"1,990,000"	"군더더기 없이 깔끔한 디자인으로 미니멀리즘의 정수를 보여주는 유니버설 스타일스메그 유니버설 식기세척기는 부가적인 요소를 최소화하고 미니멀한 디자인으로 심플한 주방을 연출합니다.어떤 스타일의 주방에서도 자연스럽게 스며드는 유니버설 식기세척기를 만나보세요."	/2024/05/12/product_07_01.png	XW070061-22006A	"AC 220v 60Hz, 0.910 KWh(회당 전기사용량)"	2022-11-01	Bonferraro S.p.A. / (주)제이컬렉션	ITALY	"13인용(12L), 598X570X818mm"	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	7
BLV2AZK	레트로 식기세척기 파스텔블루	"2,380,000"	"다채로운 컬러와 광택, 부드러운 곡선 디자인으로 대표되는 50’S Retro Style은 1950년대 복고풍 감성을 자아냅니다.분위기를 재창조하는 아이콘으로 인테리어에 포인트가 되고 공간에 활기를 더합니다.스메그 레트로 식기세척기는 오랜 기술력을 바탕으로 특허받은 궤도분사 등 세계적으로 제품력을 인정받고 있습니다.세계 최초로 넓이 60cm규격의 14인용 식기세척기를 개발했고,이후 최소의 물, 에너지, 세제를 사용하여 최상의 세척 효과를 낼 수 있는 친환경 제품으로 발전시켜 왔습니다."	/2024/05/12/product_07_02.png	SW07590-13001	"220v 60Hz, 230kw/년"	2015-07-01	Bonferraro S.p.A. / (주)제이컬렉션	ITALY	상품 상세페이지 참고	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	7
ST2FABCRK2	레트로 식기세척기2 크림	"3,450,000"	"다채로운 컬러와 광택, 부드러운 곡선 디자인으로 대표되는 50’S Retro Style은 1950년대 복고풍 감성을 자아냅니다.분위기를 재창조하는 아이콘으로 인테리어에 포인트가 되고 공간에 활기를 더합니다.스메그의 식기세척기는 약 50년 넘게 축적된 기술력을 바탕으로 전세계 많은 국가에서 인정 받고 있는 제품입니다.최고급 소재와 오랜 시간에 걸친 기술 노하우가 높은 성능을 보장하면서 스타일리시한 디자인이 공간과 라이프스타일의 질을 높여 줍니다"	/2024/05/12/product_07_03.png	XW070061-22005B	"AC 220v 60Hz, 1.8KW"	2022-11-01	Bonferraro S.p.A. / (주)제이컬렉션	ITALY	상품 상세페이지 참고	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	7
ST2FABBLK2	레트로 식기세척기2 블랙	"3,450,000"	"다채로운 컬러와 광택, 부드러운 곡선 디자인으로 대표되는 50’S Retro Style은 1950년대 복고풍 감성을 자아냅니다.분위기를 재창조하는 아이콘으로 인테리어에 포인트가 되고 공간에 활기를 더합니다.스메그의 식기세척기는 약 50년 넘게 축적된 기술력을 바탕으로 전세계 많은 국가에서 인정 받고 있는 제품입니다.최고급 소재와 오랜 시간에 걸친 기술 노하우가 높은 성능을 보장하면서 스타일리시한 디자인이 공간과 라이프스타일의 질을 높여 줍니다"	/2024/05/12/product_07_04.png	XW070061-22005B	"AC 220v 60Hz, 1.8KW"	2022-11-01	Bonferraro S.p.A. / (주)제이컬렉션	ITALY	상품 상세페이지 참고	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	품절	7
SO6302TX	클래식 오븐	"2,300,000"	세계적인 건축가 구이도 카날리(Guido Canali)와의 협업으로 탄생한 스메그 클래식 라인은 스틸 소재를 활용한 세련된 디자인이 특징입니다.스틸 소재와 블랙 글라스로 완성된 오븐 전면은 어떤 주방 가구와도 잘 어우러지며 깔끔하고 세련된 공간 분위기를 연출합니다.시간이 지나도 변함없이 아름다운 클래식의 가치를 느껴보세요.	/2024/05/12/product_08_01.png	HW07063-23018B	"220v, 60Hz, 3kW"	2024-03-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597x548x592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
SO6102TB3	리니아 오븐 미드나잇블랙	"2,400,000"	"리니아(Linea)는 디자인의 첫 번째 요소인 '선(Line)'의 아름다움을 추구하는 스메그의 가장 현대적인 컬렉션입니다.부가적인 요소를 최소화한 단순하고 균형잡인 셰입, 그리고 도어 전면에 적용된 글라스 소재와이에 반사되는 유려한 빛은 미니멀하고 모던한 주방 공간의 매력을 더욱 극대화합니다.가장 진보된 기술과 직관적인 사용자 인터페이스는 제품 디자인과 완벽히 결합하여 새로운 요리 경험으로 안내합니다.현대적인 우아함을 표현하는 리니아 빌트인 오븐을 만나보세요."	/2024/05/12/product_08_02.png	HW07063-23018B	"220v, 60Hz, 3kW"	2024-01-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597x548x592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
SO6102TG	리니아 오븐 넵튠그레이	"2,400,000"	"리니아(Linea)는 디자인의 첫 번째 요소인 '선(Line)'의 아름다움을 추구하는 스메그의 가장 현대적인 컬렉션입니다.부가적인 요소를 최소화한 단순하고 균형잡인 셰입, 그리고 도어 전면에 적용된 글라스 소재와이에 반사되는 유려한 빛은 미니멀하고 모던한 주방 공간의 매력을 더욱 극대화합니다.가장 진보된 기술과 직관적인 사용자 인터페이스는 제품 디자인과 완벽히 결합하여 새로운 요리 경험으로 안내합니다.현대적인 우아함을 표현하는 리니아 빌트인 오븐을 만나보세요."	/2024/05/12/product_08_03.png	HW07063-23018B	"220v, 60Hz, 3kW"	2024-01-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597 x 548 x 592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
SOP6902S2PX	빅토리아 오븐 실버	"3,200,000"	"스메그의 빅토리아 라인은 1948년 '엘리자베스(Elizabeth)' 쿠커에서 영감을 받아 탄생한 디자인으로,클래식한 감성과 현대적인 감각이 어우러져 완성된 시그니처 라인입니다.향수를 불러일으키는 부드러운 곡선과 개성을 더해주는 청키한 노브는 빅토리아만의 감각적인 복고풍을 표현합니다.특유의 따뜻하고 사랑스러운 감성으로 요리와 주방을 사랑하는 사람들에게 더욱 포근한 공간을 선사하는 빅토리아 라인을 만나보세요."	/2024/05/12/product_08_04.png	HW07063-20012C	"220v, 60Hz, 3kW"	2023-09-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597 x 548 x 592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
SOP6902S2PP	빅토리아 오븐 크림	"3,200,000"	"스메그의 빅토리아 라인은 1948년 '엘리자베스(Elizabeth)' 쿠커에서 영감을 받아 탄생한 디자인으로,클래식한 감성과 현대적인 감각이 어우러져 완성된 시그니처 라인입니다.향수를 불러일으키는 부드러운 곡선과 개성을 더해주는 청키한 노브는 빅토리아만의 감각적인 복고풍을 표현합니다.특유의 따뜻하고 사랑스러운 감성으로 요리와 주방을 사랑하는 사람들에게 더욱 포근한 공간을 선사하는 빅토리아 라인을 만나보세요."	/2024/05/12/product_08_05.png	HW07063-20012C	"220v, 60Hz, 3kW"	2023-09-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597 x 548 x 592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
SOP6902S2PN	빅토리아 오븐 블랙	"3,200,000"	"스메그의 빅토리아 라인은 1948년 '엘리자베스(Elizabeth)' 쿠커에서 영감을 받아 탄생한 디자인으로,클래식한 감성과 현대적인 감각이 어우러져 완성된 시그니처 라인입니다.향수를 불러일으키는 부드러운 곡선과 개성을 더해주는 청키한 노브는 빅토리아만의 감각적인 복고풍을 표현합니다.특유의 따뜻하고 사랑스러운 감성으로 요리와 주방을 사랑하는 사람들에게 더욱 포근한 공간을 선사하는 빅토리아 라인을 만나보세요."	/2024/05/12/product_08_06.png	HW07063-20012C	"220v, 60Hz, 3kW"	2023-09-01	SMEG S.p.A / (주)제이컬렉션	ITALY	597 x 548 x 592mm	1년	(주)제이컬렉션/스메그코리아 고객센터 1588-2644	설치 환경에 따라 추가 비용이 발생할 수 있음	판매중	8
